Name,Country,Source,Year
Samuel Rosiar,Czech Republic,IPhO,2023
Thanassorn Chankasamsat,Thailand,IPhO,2023
Chong Un Un,Macau,IPhO,2023
Fansen Candra Funata,Indonesia,IPhO,2023
Sina Fathi,Islamic Republic of Iran,IPhO,2023
Murilo De Andrade Porfírio,Brazil,IPhO,2023
Victor Vorona,Moldova,IPhO,2023
Adam Džavoronok,Slovakia,IPhO,2023
Punlertrapee Pattarapon,Thailand,IPhO,2023
Kaan Dere,Türkiye,IPhO,2023
Hannah Faucheu,France,IPhO,2023
Anirchuluu Otgochuluu,Mongolia,IPhO,2023
Anton Nüske,Germany,IPhO,2023
Mathurin Rouan,France,IPhO,2023
Sadig Sadikhzada,Azerbaijan,IPhO,2023
Dachi Tchotashvili,Georgia,IPhO,2023
Inbar Wald,Israel,IPhO,2023
Mounir Lbath,France,IPhO,2023
Melvin Storbacka,Sweden,IPhO,2023
Daniel Gonzalez Filipov,Switzerland,IPhO,2023
Savero Lukianto Chandra,Indonesia,IPhO,2023
Zhi Zheng Ong,Malaysia,IPhO,2023
Emil Ryd,Sweden,IPhO,2023
Hovsep Karapetyan,Armenia,IPhO,2023
Mehmet Anıl İşkesen,Türkiye,IPhO,2023
Ahmet Bahadır Trabzon,Türkiye,IPhO,2023
Connor Tianzheng Wong,Canada,IPhO,2023
Aditya Tekriwal,United Kingdom,IPhO,2023
Kia Yau Chang,Malaysia,IPhO,2023
The Manh Phan,Vietnam,IPhO,2023
Javohir Sultanov,Uzbekistan,IPhO,2023
Majkl Georgievski,North Macedonia,IPhO,2023
Harold Scott Chua,Philippines,IPhO,2023
Golam Ishtiak,Bangladesh,IPhO,2023
Viktor Lukianikhin,Ukraine,IPhO,2023
Oliver Eckstädt,Germany,IPhO,2023
Eppu Leinonen,Finland,IPhO,2023
Zander Li,Canada,IPhO,2023
Borna Perković,Croatia,IPhO,2023
Nopparuj Sodsri,Thailand,IPhO,2023
Margulan Ismoldayev,Bulgaria,IPhO,2023
Wenhe Zhang,Canada,IPhO,2023
Žan Ambrožič,Slovenia,IPhO,2023
Luka Tvalavadze,Georgia,IPhO,2023
Moritz Rohner,Luxembourg,IPhO,2023
Samo Krejan,Slovenia,IPhO,2023
Tadija Jelesijević,Serbia,IPhO,2023
Liam Chen,Australia,IPhO,2023
Lukáš Javora,Czech Republic,IPhO,2023
Arved Schomerus,Denmark,IPhO,2023
Dávid Fey,Hungary,IPhO,2023
Vuk Hip,Serbia,IPhO,2023
Vilmos Molnár-Szabó,Hungary,IPhO,2023
Timothy David Skipper,Spain,IPhO,2023
Azjargal Ganbold,Mongolia,IPhO,2023
Miha Brvar,Slovenia,IPhO,2023
Adrian Serrano Capatina,Switzerland,IPhO,2023
Areg Barseghyan,Armenia,IPhO,2023
Andria Manjavidze,Georgia,IPhO,2023
Jian Bin Wong,Malaysia,IPhO,2023
Yovo Yovchev,Bulgaria,IPhO,2023
Md Fahim Abrar,Bangladesh,IPhO,2023
Lucas Tavares Vitoriano,Brazil,IPhO,2023
Kodai Tsutsui,Switzerland,IPhO,2023
Mateusz Kamiński,Poland,IPhO,2023
Rumen Lyubomirov Dimitrov,Bulgaria,IPhO,2023
Shayan Feyz,Islamic Republic of Iran,IPhO,2023
Dair Nurtayev,Kazakhstan,IPhO,2023
Jan Stojanovski,North Macedonia,IPhO,2023
Luise Köhler,Germany,IPhO,2023
Ralf Robert Paabo,Estonia,IPhO,2023
Arda Ünver,Türkiye,IPhO,2023
Luke Pospiech,Germany,IPhO,2023
Muhammad Arif Khalfani Ismail,Indonesia,IPhO,2023
Petro Suvorov,Ukraine,IPhO,2023
Batbayar Gurbazar,Mongolia,IPhO,2023
Maria Arakelyan,Armenia,IPhO,2023
Eric Yuang Shao,Canada,IPhO,2023
Yaroslav Kondrachuk,Ukraine,IPhO,2023
Arsen Aghayan,Armenia,IPhO,2023
Christian Vogel,Germany,IPhO,2023
Maryna Bohdan,Ukraine,IPhO,2023
Sava Todorović,Serbia,IPhO,2023
Murad Abdulkarim,Azerbaijan,IPhO,2023
Benedek Bencz,Hungary,IPhO,2023
Barnabás Molnár,Hungary,IPhO,2023
Paisie Rusu,Moldova,IPhO,2023
Bayan Gechev,Bulgaria,IPhO,2023
Tsz Yin Kwok,Hong Kong,IPhO,2023
Nijat Abbasov,Azerbaijan,IPhO,2023
Julian Mathe,Belgium,IPhO,2023
Tadej Ristić,Serbia,IPhO,2023
Dženan Midžić,Bosnia and Herzegovina,IPhO,2023
Wai In Chu,Macau,IPhO,2023
Saskia Põldmaa,Estonia,IPhO,2023
Mali Jongman-Rios,United Kingdom,IPhO,2023
Ilya Reutin,Latvia,IPhO,2023
Odysseas Kotzampasis,Greece,IPhO,2023
Giulio Cosentino,Italy,IPhO,2023
Stanislavs Dubrovskis,Latvia,IPhO,2023
Hussain Jamal H Qadah,Saudi Arabia,IPhO,2023
Charalampos Nikolaou,Greece,IPhO,2023
Vyacheslav Petrosyan,Armenia,IPhO,2023
Hugo Fares Menhem,Brazil,IPhO,2023
Adeline Leclerc,France,IPhO,2023
Viktor Vuković,Croatia,IPhO,2023
Csanád Gyula Budai,Hungary,IPhO,2023
Vadim Ionaș,Moldova,IPhO,2023
Irene Armesto Méndez,Spain,IPhO,2023
Aleksei Jemeljanov,Estonia,IPhO,2023
Thongchai Archaboonyasek,Thailand,IPhO,2023
Michail Ognyanov,Belgium,IPhO,2023
Robert Stepanyan,Netherlands,IPhO,2023
Ughur Azim,Azerbaijan,IPhO,2023
Ivan Hegedić,Croatia,IPhO,2023
Youssof Abdelrahim,Qatar,IPhO,2023
Tomas Razbadauskas,Lithuania,IPhO,2023
Mazen Zaid A Alshakhs,Saudi Arabia,IPhO,2023
Đorđe Parojčić,Serbia,IPhO,2023
Muhamed Numanović,Bosnia and Herzegovina,IPhO,2023
Jônatas Augusto De Paula,Brazil,IPhO,2023
Ruben Mason Carpenter,Spain,IPhO,2023
Louis Fréchette,France,IPhO,2023
Paulius Kalinauskas,Lithuania,IPhO,2023
Lukass Kellijs,Latvia,IPhO,2023
Benjamin Patrick Tonner,Austria,IPhO,2023
David Bálek,Czech Republic,IPhO,2023
Andrea Giuri,Italy,IPhO,2023
Ka Wa Wong,Macau,IPhO,2023
Jokūbas Viršilas,Lithuania,IPhO,2023
Javier Gil-García,Mexico,IPhO,2023
Ahmad Nafi Ramadhan,Indonesia,IPhO,2023
Alvin Palmgren,Sweden,IPhO,2023
Vincent Millington,Canada,IPhO,2023
Ștefan Amarfii,Moldova,IPhO,2023
Rose Abdulqadir I Khairo Alsendi,Saudi Arabia,IPhO,2023
Alastair Murphy,Australia,IPhO,2023
Pavel Provazník,Czech Republic,IPhO,2023
Husanjon Salimov,Tajikistan,IPhO,2023
Mikuláš Fiala,Czech Republic,IPhO,2023
Muh. Zaidan Naja,Indonesia,IPhO,2023
Miguel Isaias Doradea Meléndez,El Salvador,IPhO,2023
Eduard Mrug,Slovakia,IPhO,2023
Susan He,Australia,IPhO,2023
João Geraldes,Portugal,IPhO,2023
Oskari Virtanen,Finland,IPhO,2023
Cas Van Herbruggen,Belgium,IPhO,2023
Km Meshkat Bin Alam,Bangladesh,IPhO,2023
Dulguun Luvsan,Mongolia,IPhO,2023
Ahmed Saad Sabit,Bangladesh,IPhO,2023
Eero Ristolainen,Finland,IPhO,2023
Matteo Musumeci,Italy,IPhO,2023
Vladimir Milanov,Bulgaria,IPhO,2023
Matej Zigo,Slovakia,IPhO,2023
Anas Mayya,Syria,IPhO,2023
Darius Graur,Moldova,IPhO,2023
Stan De Haas,Netherlands,IPhO,2023
Murad Ismayilov,Azerbaijan,IPhO,2023
Miodrag Ostojić,Bosnia and Herzegovina,IPhO,2023
Benjamin Olander Rasmussen,Denmark,IPhO,2023
Ivan Pinto,Portugal,IPhO,2023
Matheus Guimarães Mello,Luxembourg,IPhO,2023
Matej Gelev,North Macedonia,IPhO,2023
Bidzina Gagnidze,Georgia,IPhO,2023
Bruno Pontecorvo,Switzerland,IPhO,2023
Ludvig Steen Witschel,Denmark,IPhO,2023
Olita Anastasija Zadorožnaja,Latvia,IPhO,2023
Sotirios Emirzas,Greece,IPhO,2023
Lorena Komočar,Croatia,IPhO,2023
Mahmoud Airoud,Syria,IPhO,2023
Tomáš Kubrický,Slovakia,IPhO,2023
Nikolovska Emilija,North Macedonia,IPhO,2023
Huzaifa Altamash,Pakistan,IPhO,2023
Benjamin Jacob,Philippines,IPhO,2023
Jakob Lars Kristmannsson,Iceland,IPhO,2023
Toms Ozoliņš,Latvia,IPhO,2023
Chi Kun Lei,Macau,IPhO,2023
Aayan Shah,Nepal,IPhO,2023
Atai Turdukeev,Kyrgyzstan,IPhO,2023
Muhammad Bilal Asmatullah,Pakistan,IPhO,2023
Matin Valamat-Zade,Tajikistan,IPhO,2023
Juan Esteban Vasquez Garcia,Colombia,IPhO,2023
Huseini Ghulomzoda,Tajikistan,IPhO,2023
